sense1	WT	wt	2dsb
sense2	WT	wt	2dsb
sense3	WT	wt	2dsb
sense4	WT	wt	2dsb
db1	WT	db	2dsb
db2	WT	db	2dsb
db3	WT	db	2dsb
db4	WT	db	2dsb
dcmv1	WT	dcmv	2dsb
dcmv2	WT	dcmv	2dsb
dcmv3	WT	dcmv	2dsb
dcmv4	WT	dcmv	2dsb
