yjl89	WT	awt	2dsb
yjl90	WT	awt	2dsb
yjl91	WT	awt	2dsb
yjl92	WT	awt	2dsb
yjl93	WT	d5	2dsb
yjl94	WT	d5	2dsb
yjl95	WT	d5	2dsb
yjl96	WT	d5	2dsb
